"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Jowita_W: Olbratowski dziś w RMF: 
      -Co ma zrobić opozycja, żeby wygrać wybory?
-Zapisać się do #PiS

😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",FALSE,0,NA,2019-05-29 12:30:14,FALSE,NA,"1133712151611346945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarekM96646148",60,TRUE,FALSE,NA,NA
"@Leszczyna Te wybory też mieliście wygrać 😂😂😂",FALSE,0,"Leszczyna",2019-05-29 12:30:02,FALSE,"1133485496989036545","1133712099392274433","61552404","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TonyBrollin",0,FALSE,FALSE,NA,NA
"Twitterki znacie więcej takich historii z cyklu ""jak PiS wygrał wybory do PE "" ? 
https://t.co/88h0V7aXX6",FALSE,0,NA,2019-05-29 12:29:55,FALSE,NA,"1133712071445700608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marctime71",0,FALSE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:29:51,FALSE,NA,"1133712051996643328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcinwojtera",20,TRUE,FALSE,NA,NA
"....Donek na lono Kosciola powroci przypomnialo mu sie ze w ktoryms Kosciele dzwoni nie wie jeszcze w ktorym.
Troch… https://t.co/PbuwpQPMI6",FALSE,0,"Kevinderking1",2019-05-29 12:29:33,TRUE,"1133711974355931141","1133711976637640705","717693963382231040","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kevinderking1",0,FALSE,FALSE,NA,NA
"Panowie na jesienne wybory scenariusz jest taki:
Krol Donislaw Wladca Lask Piekielnych wielbiciel Mamony wraz z now… https://t.co/F2HZc0AKBk",FALSE,0,NA,2019-05-29 12:29:32,TRUE,NA,"1133711974355931141",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kevinderking1",0,FALSE,FALSE,NA,NA
"RT @Jowita_W: Olbratowski dziś w RMF: 
      -Co ma zrobić opozycja, żeby wygrać wybory?
-Zapisać się do #PiS

😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",FALSE,0,NA,2019-05-29 12:29:21,FALSE,NA,"1133711926738018305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JasnoCzarnowidz",60,TRUE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:29:18,FALSE,NA,"1133711913274281984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TBalewski",20,TRUE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-29 12:29:12,FALSE,NA,"1133711888045490176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","piotrek_wawa",1174,TRUE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:29:11,FALSE,NA,"1133711885931614208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_JanSliwinski",20,TRUE,FALSE,NA,NA
"RT @michalrachon: @daguuniaa @KONFEDERACJA_ Najwyrazniej nic nie rozumiesz. Realizacja celów sprzecznych z fundamentalnymi interesami bezpi…",FALSE,0,NA,2019-05-29 12:29:07,FALSE,NA,"1133711870492401665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LewkowiczAdrian",167,TRUE,FALSE,NA,NA
"@lis_tomasz Można. Trzeba zmobilizować potencjalnych wyborców opozycji, którzy nie chodzą na wybory, bo ""w tym kraj… https://t.co/C6i9TybkSs",FALSE,0,"lis_tomasz",2019-05-29 12:28:33,TRUE,"1133617235677855745","1133711727546249221","800765605","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","arturkornelw",0,FALSE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:28:09,FALSE,NA,"1133711626316734464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cryptom4niac",20,TRUE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:27:36,FALSE,NA,"1133711485174202368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SPiasRos",119,TRUE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:27:14,FALSE,NA,"1133711395026030593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tamara_13_13",119,TRUE,FALSE,NA,NA
"@JozefNowacki4 Tak na marginesie. Jeżeli wygramy wybory 🗳 parlamentarne jesienią z wynikiem powyżej 50 % to trzeba… https://t.co/lzFDFhGHtt",FALSE,0,"JozefNowacki4",2019-05-29 12:26:52,TRUE,"1133702369739530241","1133711301878931458","942325087331602432","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeszekWtorek",0,FALSE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:26:41,FALSE,NA,"1133711256454668288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","platt_jacek",119,TRUE,FALSE,NA,NA
"Wschód wicie rozumicie jest głupi, prymitywny i poddaje się łatwo  PiSowsko - kościelnej propagandzie ...świetnie z… https://t.co/sv2mL2wuOT",FALSE,0,NA,2019-05-29 12:26:22,TRUE,NA,"1133711176947388416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ryszcuk",0,FALSE,FALSE,NA,NA
"RT @DSzczotkowski: PiS planuje podnieść VAT do... 26%!
Droższe będzie dosłownie wszystko: chleb,  leki, paliwo, wódka, czynsze za mieszkani…",FALSE,0,NA,2019-05-29 12:26:21,FALSE,NA,"1133711172195225600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KarasekUS",54,TRUE,FALSE,NA,NA
"Wielopoziomowe zło. To że ktoś chciał w ten sposób dokonać oszustwo to jedno ale...
https://t.co/jtA8sOorcD",FALSE,2,NA,2019-05-29 12:26:21,FALSE,NA,"1133711170437832706",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zixer83",0,FALSE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-29 12:26:05,FALSE,NA,"1133711105698738176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Piotr_Kosinski_",1174,TRUE,FALSE,NA,NA
"RT @ppalka: PiS zlikwidował biedę, a Platforma zlikwidowała plastikowe talerzyki i słomki w urzędzie miasta w Warszawie. A wiec remis. Goły…",FALSE,0,NA,2019-05-29 12:26:01,FALSE,NA,"1133711089806512128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","romanp22",25,TRUE,FALSE,NA,NA
"RT @j_wisniewska: Polak pracujący na lotnisku w Monachium z pięknym uśmiechem mówi - Jeszcze wygramy jesienne wybory i wracam do domu, do P…",FALSE,0,NA,2019-05-29 12:25:43,FALSE,NA,"1133711011884748800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JasnoCzarnowidz",89,TRUE,FALSE,NA,NA
"RT @karnkowski: Jako pierwszy podaję hasło Koalicji Obywatelskiej na jesienne wybory:

TYLKO POD KRZYŻEM, TYLKO POD TYM ZNAKIEM 
POLSKA JES…",FALSE,0,NA,2019-05-29 12:25:11,FALSE,NA,"1133710877209837569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karo86lina_32",70,TRUE,FALSE,NA,NA
"RT @j_wisniewska: Polak pracujący na lotnisku w Monachium z pięknym uśmiechem mówi - Jeszcze wygramy jesienne wybory i wracam do domu, do P…",FALSE,0,NA,2019-05-29 12:24:35,FALSE,NA,"1133710728781803520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ALICJAALICJA16",89,TRUE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:24:25,FALSE,NA,"1133710684817108992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZdradMorda",20,TRUE,FALSE,NA,NA
"Wybory się skończyły i koniec tematu zastępczego. 😃",FALSE,0,"WilkRyszard",2019-05-29 12:24:02,FALSE,"1133710587630903301","1133710590067847168","1132014585412767746","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WilkRyszard",0,FALSE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:23:41,FALSE,NA,"1133710503019253760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KotMruk",119,TRUE,FALSE,NA,NA
"@NaTTjuzbylo @filippskora @YolandaEdyta @michalkowalowka @LysyNiedzwiedz @CaptainPoland2 @partiarazem @asegPL… https://t.co/hRji9fw6G5",FALSE,4,"NaTTjuzbylo",2019-05-29 12:23:24,TRUE,"1133709126557679618","1133710429576990720","2510067354","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pawelpreneta",0,FALSE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:23:03,FALSE,NA,"1133710342549319680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Anna1Kwiecien",119,TRUE,FALSE,NA,NA
"RT @rafalhubert: Wybory wygrało 500+? Nie tylko. Rozmowa z panią z ochrony. Przed PiS-em zarabiała 4PLN i ""więcej nie damy rady zapłacić bo…",FALSE,0,NA,2019-05-29 12:22:39,FALSE,NA,"1133710239486939137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarkidPL",21,TRUE,FALSE,NA,NA
"Jak PIS chce wygrać jesienne wybory? https://t.co/uQnktmSSwu",FALSE,0,NA,2019-05-29 12:22:37,FALSE,NA,"1133710234411786240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marta88324219",0,FALSE,FALSE,NA,NA
"#wyboryeuropejskie Beata Szydło kandydatką na prezydenta? PiS rozważy taki pomysł
https://t.co/77w8TL0nL4 https://t.co/bcv2IaOJit",FALSE,0,NA,2019-05-29 12:22:36,FALSE,NA,"1133710229714210819",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","polska_times",0,FALSE,FALSE,NA,NA
"tak wygrywa się wybory 🤢🤮 https://t.co/cHazlDwQ1x",FALSE,0,NA,2019-05-29 12:22:31,FALSE,NA,"1133710205995442176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mc_jacek",0,FALSE,FALSE,NA,NA
"RT @Samuel_Rybak: Porażka nie wpłynęła zbyt dobrze na psychikę Konfederatów.Przybity Sośnierz na poważnie rozważa założenie przez wolnorynk…",FALSE,0,NA,2019-05-29 12:21:54,FALSE,NA,"1133710050554535937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Atamaneu",97,TRUE,FALSE,NA,NA
"Uczcie się Polacy... zwłaszcza ci, którzy nie chodzą na wybory! https://t.co/mBIK2KOZWS",FALSE,0,NA,2019-05-29 12:21:32,FALSE,NA,"1133709961115185152",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EugeniuszK",0,FALSE,FALSE,NA,NA
"RT @D_Tarczynski: 👍🇵🇱😊 https://t.co/D2ARcr6Zze",FALSE,0,NA,2019-05-29 12:21:21,FALSE,NA,"1133709913644044288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanielKawerski",7,TRUE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:21:08,FALSE,NA,"1133709857637502976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SzkicownikPolit",119,TRUE,FALSE,NA,NA
"https://t.co/qHVsBXinam

Ale bagno, i żeby jeszcze ludzi z upośledzeniami tak wykorzystywać.",FALSE,0,NA,2019-05-29 12:20:24,FALSE,NA,"1133709674950406144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Reyv4n",0,FALSE,FALSE,NA,NA
"RT @SamPereira_: Sąsiedzi wkurzeni na przegraną Koalicji Obywatelskiej, dają upust złym emocjom. Rosja poucza Polskę ws. tolerancji, Niemcy…",FALSE,0,NA,2019-05-29 12:20:15,FALSE,NA,"1133709637230968832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","platt_jacek",30,TRUE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:20:14,FALSE,NA,"1133709631040237569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JJaszkiewicz",20,TRUE,FALSE,NA,NA
"RT @Matka_Kurka: Jest prawie czerwiec, wybory będą pewnie na początku października, czyli de facto zostało 4 miesiące kampanii. Tymczasem ""…",FALSE,0,NA,2019-05-29 12:20:02,FALSE,NA,"1133709581509681154",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KotMruk",38,TRUE,FALSE,NA,NA
"RT @michalrachon: @daguuniaa @KONFEDERACJA_ Najwyrazniej nic nie rozumiesz. Realizacja celów sprzecznych z fundamentalnymi interesami bezpi…",FALSE,0,NA,2019-05-29 12:19:52,FALSE,NA,"1133709540355137537",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","a_osika",167,TRUE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:18:30,FALSE,NA,"1133709195159769088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LoveZbyszek",119,TRUE,FALSE,NA,NA
"@OnetWiadomosci Szanowny Onecie, Wybory to Święto Demokracji!!! W tym dniu Polacy pokazali kogo popierają. Wasze wy… https://t.co/Wocf87gwX0",FALSE,1,"OnetWiadomosci",2019-05-29 12:18:23,TRUE,"1133704303166672896","1133709166655221761","581793998","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Streetrufio",0,FALSE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:18:12,FALSE,NA,"1133709122774413313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ewakaa",20,TRUE,FALSE,NA,NA
"RT @D_Tarczynski: 👍🇵🇱😊 https://t.co/D2ARcr6Zze",FALSE,0,NA,2019-05-29 12:17:40,FALSE,NA,"1133708986451189761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SPiasRos",7,TRUE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:17:12,FALSE,NA,"1133708871799857152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaSkorek1",20,TRUE,FALSE,NA,NA
"@YaevinnIorweth Ale nie wiemy ilu potencjalnych wyborców #KE zostali w domu. Wiesz,wybory do #PE są traktowane inac… https://t.co/US44xLEV61",FALSE,1,"YaevinnIorweth",2019-05-29 12:17:02,TRUE,"1133706462977511424","1133708826526531584","808250055358644224","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PPawlik4343",0,FALSE,FALSE,NA,NA
"@domaradzkaguzik Krótko, to są duperele. Jaki ma mentalność blokersa, ale to on wygrał dzięki głupiemu elektoratowi… https://t.co/mZLXLogk8O",FALSE,0,"domaradzkaguzik",2019-05-29 12:16:48,TRUE,"1133583464131891206","1133708769760808960","2784818394","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arkadowski",0,FALSE,FALSE,NA,NA
"RT @JablonskiDoktor: Nastał RAJ. 
https://t.co/d2cfEMYz6e https://t.co/TMLlZ8ryCx",FALSE,0,NA,2019-05-29 12:16:47,FALSE,NA,"1133708764471877633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realityglimpses",2,TRUE,FALSE,NA,NA
"@jacek_liberski Zgadzam się. Byle skutecznie, bo ludzie na ""nizinach"" nie wiedzieli na co głosowali. Juz dzisiaj pi… https://t.co/2QzH6MtQ5s",FALSE,1,"jacek_liberski",2019-05-29 12:16:19,TRUE,"1133707306833780741","1133708645596897281","254521569","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chrismeand",0,FALSE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:16:12,FALSE,NA,"1133708618522611712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","igras_igras",20,TRUE,FALSE,NA,NA
"RT @Anna_Mierzynska: ""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na gło…",FALSE,0,NA,2019-05-29 12:15:39,FALSE,NA,"1133708480513236993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Luka_cnd",20,TRUE,FALSE,NA,NA
"@aldehyd10 Że wygrają wybory kolejne na luzie",FALSE,1,"aldehyd10",2019-05-29 12:15:35,FALSE,"1133705930204471296","1133708462108622849","1440792361","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bartekgrmadzki",0,FALSE,FALSE,NA,NA
"@trzaskowski_ @warszawa @PawelRabiej @KStrzalkowski @AGajewska Oooo, Rabieja w końcu wypuściliście z kojca. Ahh, no tak wybory już za nami.",FALSE,0,"trzaskowski_",2019-05-29 12:15:25,FALSE,"1133705207764983808","1133708422111813632","370112160","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Streetrufio",0,FALSE,FALSE,NA,NA
"@Phil_Backensky @Lewactwo Prezes spłatał nam kilka figli. Rozwalił TK, trójpodział władzy, służbę cywilną i kilka i… https://t.co/HnWQ9pwL6J",FALSE,1,"Phil_Backensky",2019-05-29 12:15:07,TRUE,"1133707369001684999","1133708344915562498","2482236980","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","womaco",0,FALSE,FALSE,NA,NA
"👍🇵🇱😊 https://t.co/D2ARcr6Zze",FALSE,24,NA,2019-05-29 12:15:00,FALSE,NA,"1133708317447081984",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","D_Tarczynski",7,FALSE,FALSE,NA,NA
"Dr Tomasz Żukowski w #PR24: sondaże prawdopodobnie długi czas ""łapały"" rzeczywistość, w której nie do końca uwzględ… https://t.co/SrhLSVzY9G",FALSE,0,NA,2019-05-29 12:14:59,TRUE,NA,"1133708312237826048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PolskieRadio24",0,FALSE,FALSE,NA,NA
"""Grupa upośledzonych psychicznie kobiet z domu pomocy społecznej z podbiałostock. Tykocina została przywieziona na… https://t.co/uAzQjirN53",FALSE,15,NA,2019-05-29 12:14:21,TRUE,NA,"1133708154167070721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anna_Mierzynska",20,FALSE,FALSE,NA,NA
"RT @TesTeq: Słyszę „analizy” powyborcze mówiące, że KE przegrała, ponieważ obrażała wyborców.
To błędny tok rozumowania. Prawidłowy wniosek…",FALSE,0,NA,2019-05-29 12:14:19,FALSE,NA,"1133708144272715777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Niedzwiec_",1,TRUE,FALSE,NA,NA
"Opadł kurz po wyborach do Europarlamentu, a na TT nadal wojenki pomiędzy wyborcami. Przed nami kolejne wybory, tym… https://t.co/Dqp5Okm6w1",FALSE,3,NA,2019-05-29 12:14:06,TRUE,NA,"1133708089423728641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChudzikMaciek",0,FALSE,FALSE,NA,NA
"RT @JablonskiDoktor: ""Szanse marne, bo ani niby-lider Schetyna nie nastąpi, jak nakazywałaby chwila, ani nie ma tej miernoty czym zastąpić.…",FALSE,0,NA,2019-05-29 12:14:03,FALSE,NA,"1133708077574828032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Will5on_",3,TRUE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:13:49,FALSE,NA,"1133708019131453440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PsychoParanoic",119,TRUE,FALSE,NA,NA
"RT @antyKOD: W 2015 PO miała po swojej stronie:
-TVP
-TVN
-Polsat
-GW
-Rzeczpospolitą
-Onet
-wp.pl
-interia
-gazeta.pl
-natemat.pl
-Radio Z…",FALSE,0,NA,2019-05-29 12:13:46,FALSE,NA,"1133708006993125376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SzczygielPiotrM",119,TRUE,FALSE,NA,NA
"RT @JablonskiDoktor: ""Szanse marne, bo ani niby-lider Schetyna nie nastąpi, jak nakazywałaby chwila, ani nie ma tej miernoty czym zastąpić.…",FALSE,0,NA,2019-05-29 12:13:42,FALSE,NA,"1133707987405737984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Memiko0510",3,TRUE,FALSE,NA,NA
"@michalcharzynsk @KEuropejska @SchetynadlaPO @KosiniakKamysz @sldpoland @WalesaMEP @MichalBoni @marekplura… https://t.co/61ehuPKTxp",FALSE,0,"michalcharzynsk",2019-05-29 12:13:01,TRUE,"1133706551007621120","1133707818119421953","961160468","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Memiko0510",0,FALSE,FALSE,NA,NA
"RT @SamPereira_: Sąsiedzi wkurzeni na przegraną Koalicji Obywatelskiej, dają upust złym emocjom. Rosja poucza Polskę ws. tolerancji, Niemcy…",FALSE,0,NA,2019-05-29 12:12:49,FALSE,NA,"1133707766261010434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Szkudmasz",30,TRUE,FALSE,NA,NA
"RT @jan09235696: Tylko zapytam... Czy w każdej Komisji liczącej głosy wyborców był przedstawiciel Koalicji Europejskiej?. Bo gdyby przegrał…",FALSE,0,NA,2019-05-29 12:12:37,FALSE,NA,"1133707716160049152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jan09235696",3,TRUE,FALSE,NA,NA
"Panie wstydliwy!A kiedy to była większa frekwencja na wybory do Parlamentu  Europejskiego ?Przestań krytykować i ciesz się z tego co jest.",FALSE,0,"RobertSoplica1",2019-05-29 12:12:25,FALSE,"1133707665052450816","1133707666872832000","980340818","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RobertSoplica1",0,FALSE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-29 12:12:20,FALSE,NA,"1133707647004401664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JaJan44",1174,TRUE,FALSE,NA,NA
"@bluecalima @Tulilam @Daniel_Zet_I Wybory i głosowanie w PL już od dawna nie mają nic wspólnego ze zdrowym rozsądki… https://t.co/ECvldTpE1h",FALSE,0,"bluecalima",2019-05-29 12:11:38,TRUE,"1133705049362845696","1133707467156799488","817718826355855360","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MHeisenbergPL",0,FALSE,FALSE,NA,NA
"@SedziaPolski Wszystko przez PiS, sklepy raz w miesiącu otwarte a oni wybory wymyślili🤔",FALSE,0,"SedziaPolski",2019-05-29 12:11:20,FALSE,"1133697781397413893","1133707393022480385","901020373302620161","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JanPlocica",0,FALSE,FALSE,NA,NA
"@waldemarkowal jak ten PIS wygrał tylko 7 procentami? mając za przeciwników takie debilki to spartolił te wybory koncertowo",FALSE,0,"waldemarkowal",2019-05-29 12:11:15,FALSE,"1133396264341712896","1133707373212819456","1098635180582060032","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gornya1",0,FALSE,FALSE,NA,NA
"RT @karnkowski: Jako pierwszy podaję hasło Koalicji Obywatelskiej na jesienne wybory:

TYLKO POD KRZYŻEM, TYLKO POD TYM ZNAKIEM 
POLSKA JES…",FALSE,0,NA,2019-05-29 12:11:12,FALSE,NA,"1133707360072085504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaJaskulowska",70,TRUE,FALSE,NA,NA
